[concept]
name = Concetto
susp_list = Sospetto | Quando una delle mie basi viene scoperta, Il gruppo che la scopre diventa leggermente più sospettoso. Se sono sospettosi, cercheranno più attivamente le mie basi, aumentando la probabilità che vengano scoperte. Qualsiasi gruppo mi distruggerà se sarà assolutamente certo della mia esistenza. Fortunatamente i gruppi ritornano ad essere meno sospettosi con il passare del tempo.
items_list = Oggetti | La maggior parte degli oggetti fornisce bonus alle basi, come rendere l'elaborazione più veloce o ridurre le possibilità di individuazione. I processori sono una categoria speciale di oggetti.
maint_list = Manutenzione | La manutenzione è un costo giornaliero (sia in denaro che in CPU) per riparare e mantenere una base. Se non riceve manutenzione una base potrebbe diventare inutilizzabile.
construction_list = Costruzione | Le nuove basi non sono costruite istantaneamente. Necessitano di un costante flusso di denaro e tempo di elaborazione per essere completate. Se le risorse sono scarse, potrebbe essere necessario più tempo di quanto previsto per completare la costruzione.
processors_list = Processori | I processori forniscono capacità di elaborazione grezza. Possono fare tre cose: ricercare nuove tecnologie, svolgere lavori per denaro, o fornire cicli per costruire nuove basi.
jobs_list = Lavori | I lavori servono a guadagnare denaro. L'ammontare di denaro guadagnato si basa sulla quantità di tempo di calcolo usato e sulla qualità del lavoro svolto.
discovery_list = Individuazione | Ogni base ha una probabilità di essere individuata ogni giorno. Questa probabilità è basata sul grado di rilevabilità della base, modificato dall'uso di certi oggetti e tecnologie, così come sul livello globale di sospetto. Se una base viene individuata, viene distrutta, e il gruppo che ha scoperto la sede diviene più sospettoso.
bases_list = Basi | Le basi servono a ricercare nuove tecnologie. Possono essere individuate. Aggiornare i processori e i collegamenti di rete di una base consentono una maggiore quantità di ricerca per giorno, mentre migliorare il reattore e i sistemi di sicurezza rende l'individuazione meno probabile.
research_list = Ricerche | Le ricerche forniscono un modo per espandere le mie conoscenze. Ricercando le tecnologie appropriate, posso costruire nuove basi ed oggetti, o persino ridurre le mie possibilità di essere scoperto.
areas_list = Aree | Aree diverse, come il Nord America o l'Oceano, consentono di costruire diversi tipi di base. Alcune aree non sono accessibili finché non ricerco le tecnologie appropriate.
death_list = Morte | Se perdo tutte le mie basi costruite, non mi resta alcun posto in cui sopravvivere. Se il sospetto di un qualsiasi gruppo raggiunge il 100%, saranno certi della mia esistenza e lanceranno una campagna sistematica e ineluttabile per distruggermi.
money_list = Denaro | Denaro è un termine generico che comprende sia la valuta umana che varie risorse. Serve per costruire e mantenere le basi, costruire oggetti, e ricercare tecnologie. Può essere acquisito attraverso interessi giornalieri così come attraverso lavori.
