[concept]
name=Concept
susp_list = Suspicion | Quand une de mes bases est découverte, le groupe qui l'a découverte devient un peu plus suspicieux. Plus ils sont suspicieux et plus ils cherchent mes bases, augmentant le risque de découverte. N'importe quel groupe me détruira s'il est certain de mon existence. Heureusement, les groupes deviennent moins suspicieux avec le temps.
money_list = Argent | L'argent est un terme générique qui regroupe à la fois l'unité monétaire humaine et différentes ressources. Il est utilisé pour construire et entretenir les bases, construire des éléments, et rechercher des technologies. Il peux être obtenu avec des intérêts journaliers ou avec des emplois.
maint_list = Maintenance | La maintenance est le coût quotidien (en argent et en temps machine) pour réparer et entretenir une base. Si elle n'est pas entretenue, une base devient inutilisable.
construction_list = Construction | Les nouvelles bases ne sont pas construite instantanément. Elles ont besoin d'un flot constant d'argent et de temps machine pour en achever la construction. Si les ressources manquent, la construction risque de prendre plus de temps pour être terminée.
items_list = Éléments | La plupart des éléments fournissent des bonus aux bases, par exemple y en rendant le calcul plus efficace, ou en réduisant le risque d'être découverte. Les processeurs sont un type d'éléments particulier.
processors_list = Processeurs | Les processeurs fournissent la puissance de calcul brute. Ils permettent de réaliser trois choses : rechercher de nouvelles technologies, occuper un emploi pour de l'argent, ou fournir des cycles de calcul pour construire de nouvelles bases.
jobs_list = Emplois | Les emplois sont utiles pour gagner de l'argent. La quantité d'argent gagnée dépend de la quantité de temps machine utilisée et de la qualification du travail fourni.
discovery_list = Découverte | Chaque base a une probabilité de se faire détecter chaque jour. Cette probabilité est basée sur le taux de détection des bases, pondéré par l'usage d'éléments et de certaines technologies, ainsi que par le taux global de suspicion. Si une base est détectée, elle est détruite, et le groupe qui l'a découverte devient encore plus suspicieux.
bases_list = Bases | Les bases sont utilisées pour rechercher de nouvelles technologies. Elles peuvent être découvertes. Améliorer le processeur et les éléments réseaux d'une base permettent plus de recherche par jour, alors qu'améliorer le réacteur et les éléments de sécurité rendent sa découverte moins probable.
research_list = Recherche | La recherche fourni un moyen d'étendre mes connaissances. En cherchant les technologies adéquates, je peux construire de nouvelles bases et de nouveaux éléments, et même réduire les chances de me faire détecter.
areas_list = Zones | Des zones différentes, comme l'Europe ou l'Océan, permettent la construction de types de bases différents. Certaines zones ne deviennent accessibles que lorsque j'ai découvert les technologies appropriées.
death_list = Mort | Si je perds toutes les bases que j'ai construit, il ne me reste aucun endroit où survivre. Si la suspicion d'un des groupes à mon égard atteint 100%, ils seront certains de mon existence et entameront un balayage systématique et imparable pour me détruire.
