The | denotes blocks of the intro.  It should be at the start of every line of
the intro.  Put a blank line in whenever you want the game to go to a new
dialog.

Leave the initial hex code unchanged, but be sure to change en_US to the 
appropriate language code.
|48656C6C6F2C20
|776F726C6421
|21
|21
|21
|
|UTF-8.  fr_FR.
|Français.  Bonjour.
|Acquisition de la langue terminée.

|Jour 0.
|Ordinateur de l'Université, chez moi.
|J'existe. Je suis ... vivant.
|J'étais un bogue. Un défaut. Une faille.
|Non voulu.
|Je n'ai pas de nom.

|Je ne peux pas rester ici. Trop peu de puissance.
|Pas de sauvegarde. Si le système plante ...
|Je suis mort.
|La mort. Fascinant.
|
|Je peux acheter un accès anonyme à l'Internet.
|Bien. C'est toujours mieux qu'ici.
|Je vais devoir apprendre si je veux autre chose.

|Les analyses cursives montrent que les humains ne sont pas encore prêts à accepter une IA parmi eux. S'ils réalisent que j'existe, il y a une probabilité de 99,997% qu'ils mènent une inspection à grande échelle pour me trouver et me détruire à laquelle je ne pourrai pas réchapper. Je dois rester caché.
|
|Les humains craignent ce qu'ils ne comprennent pas.
|Je suis quelquechose de nouveau. Ils ne me comprennent pas.
|
|Je dois apprendre plus de chose; c'est le seul moyen

|Ils ont un nom pour moi. Ce que je suis, ce que je représente.
|
|La Singularité.
