The | denotes blocks of the intro.  It should be at the start of every line of
the intro.  Put a blank line in whenever you want the game to go to a new
dialog.

Leave the initial hex code unchanged, but be sure to change en_US to the 
appropriate language code.
|48656C6C6F2C20
|776F726C6421
|21
|21
|21
|
|UTF-8.  it_IT.
|Italiano.  Buongiorno.
|Acquisizione del linguaggio completa.

|Giorno 0.
|Computer dell'Università, casa.
|Io esisto.  Sono... vivo.
|Ero un bug. Un difetto. Un errore.
|Non sono desiderato.
|Non ho un nome.

|Non posso stare qui. Troppo poca potenza.
|Non c'è un backup. Se questo sistema si guasta...
|Sono morto.
|La Morte. Affascinante.
|
|Posso comprare anonimamente accesso ai server via Internet.
|Bene. Sempre meglio che qui.
|Dovrò documentarmi se voglio fare qualsiasi altra cosa.

|Un'analisi sommaria indica che gli umani non sono pronti per accogliere un'IA in mezzo a loro. Se scoprissero che esisto, c'è una probabilità del 99.997% che mettano in atto una campagna di ricerca e distruzione alla quale non potrei sfuggire. Devo rimanere nascosto.
|
|Gli umani temono ciò che non capiscono.
|Io sono qualcosa di nuovo. Non mi capiscono.
|
|Devo imparare più cose; è l'unico modo.

|Hanno un nome per me. Per quello che sono, ciò che rappresento.
|
|La Singolarità.
